"DirectoryPath","Exists","IsEmpty","ItemCount"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\01 OWNER MASTER AGREEMENTS\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\01 OWNER MASTER AGREEMENTS\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\01 OWNER MASTER AGREEMENTS\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\01 OWNER MASTER AGREEMENTS\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\01 OWNER MASTER AGREEMENTS\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\10 - CLOSEOUT\10-2 Documentation","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","15"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1410007 - MKE POB\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","19"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","101"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910021 - 240 Park Avenue Apartments\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","14"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","16"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","28"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","21"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\1910160 - Friendship Village Repositioning\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","2"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","1"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010033 - Hiawatha Maintenance Facility Expansion\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","14"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","10"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010107 - North Loop Green III\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\09 - FIELD OPERATIONS\9-1 Permits","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","1"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010121 - White Bear Lake Schools\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","45"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","11"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","14"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","54"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010125 - GAC Lund Center Addition & Renovation\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","15"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\10 - CLOSEOUT\10-3 Punchlist","Yes","Contains Items","35"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010203 - Moment\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\10 - CLOSEOUT\10-2 Documentation","Yes","Contains Items","5"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\09 - FIELD OPERATIONS\9-1 Permits","Yes","Contains Items","2"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\09 - FIELD OPERATIONS\9-9 Field Photos","Yes","Contains Items","4"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2010204 -  Jackson County Central Middle School Demolition\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\10 - CLOSEOUT\10-2 Documentation","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\10 - CLOSEOUT\10-3 Punchlist","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2013 to 2023 job lists\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\10 - CLOSEOUT\10-2 Documentation","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\10 - CLOSEOUT\10-3 Punchlist","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\05-Documents\5-7 Constructability Reviews","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\09 - FIELD OPERATIONS\9-1 Permits","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\09 - FIELD OPERATIONS\9-9 Field Photos","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2020 Mount Olivet Master Services\00-Project Directory","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\10 - CLOSEOUT\10-2 Documentation","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\10 - CLOSEOUT\10-3 Punchlist","Yes","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\02-Owner\2-3 Owner Change Orders","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-0 Document Control Log","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-1 Current Drawings-Specs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-2 Issued Documents","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-3 RFIs","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-4 Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-5 LEED Submittals","No","Empty","0"
"\\mplsfs01\MPLSProjects\B-ACTIVE PROJECTS\2022 Sourcewell Qualification\05-Documents\5-7 Constructability Reviews","No","Empty","0"
